key,impact_chosen,title,relevance
AZ-HB2233-Y2020,None,"Court rules; signatures; court documents. ","'Arizona' => 'Location', 'Court' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2234-Y2020,None,"Sentencing; aggravating circumstances. ","'Arizona' => 'Location', 'United States' => 'Location', 'Evidence' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2235-Y2020,None,"Record of proceedings; certified reporter. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2236-Y2020,None,"Deferred prosecution program; definition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2237-Y2020,None,"Actions for debt; spouses. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2238-Y2020,None,"Universities; public policy events. ","'Arizona' => 'Location', 'Debate' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2239-Y2020,Safety,"Issuance; affidavit; arrest warrant. ","'Arrest warrant' => 'Safety', 'Arrest' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2240-Y2020,Jobs,"Pawnbrokers. ","'Pawnbroker' => 'Jobs', 'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None', 'Public' => 'None'"
AZ-HB2241-Y2020,None,"Appropriation; DOC; food service contract. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2242-Y2020,Jobs,"Treasurer; investment of trust funds. ","'Investment' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2243-Y2020,None,"Appropriation; Gila River bridge. ","'Gila River' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2244-Y2020,Healthcare,"AHCCCS; dental services; Native Americans. ","'Ambulance' => 'Healthcare', 'Ear' => 'Healthcare', 'Emergency service' => 'Healthcare', 'Health' => 'Healthcare', 'Hospice' => 'Healthcare'"
AZ-HB2245-Y2020,None,"Melons; vegetables; shipping; adjoining states. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2246-Y2020,Healthcare,"AHCCCS services; diabetes management. ","'Ambulance' => 'Healthcare', 'Ear' => 'Healthcare', 'Emergency service' => 'Healthcare', 'Hospice' => 'Healthcare', 'Orthotics' => 'Healthcare'"
AZ-HB2247-Y2020,None,"Small school districts; declining enrollment. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2248-Y2020,None,"Electronic communication; emergency; location information. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2249-Y2020,None,"Personal representatives; funeral directors; prohibition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'Priority' => 'None', 'Section' => 'None'"
AZ-HB2250-Y2020,Healthcare,"Grants; behavioral health treatment services. ","'Substance abuse' => 'Healthcare', 'Therapy' => 'Healthcare', 'Arizona' => 'Location', 'Community' => 'None', 'Family' => 'None'"
AZ-HB2251-Y2020,None,"Public employees; travel reimbursement; airfare. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2252-Y2020,Environment,"Land management; federal regulations; nullification. ","'Bureau of Land Management' => 'Environment', 'Arizona' => 'Location', 'United States' => 'Location', 'Building' => 'None', 'Constitution' => 'None'"
AZ-HB2253-Y2020,None,"Study committee; county boundaries. ","'Arizona' => 'Location', 'Joint' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2254-Y2020,Healthcare,"Lyme; vector-borne diseases; treatment. ","'Disease' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'Section' => 'None'"
AZ-HB2255-Y2020,Safety,"Prisoners; health; training; visitation; rules. ","'Corrections' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Family' => 'None', 'Fee' => 'None'"
AZ-HB2256-Y2020,None,"Safe schools; plans. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2257-Y2020,Safety,"Arrest procedures; magistrates. ","'Arrest' => 'Safety', 'Arizona' => 'Location', 'Bail' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2258-Y2020,Healthcare,"Appropriation; alcohol; tobacco; drug education. ","'Alcohol' => 'Healthcare', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2259-Y2020,Safety,"Victims of communism day; observed. ","'Victim' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2260-Y2020,Healthcare,"Health facilities; resuscitation; emergency care. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2261-Y2020,None,"Budget units; encumbrance documents; exception. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2262-Y2020,None,"Appropriations; broadband grants. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Arizona House of Representatives' => 'None', 'House of Representatives' => 'None', 'Legislature' => 'None'"
AZ-HB2263-Y2020,Healthcare,"PSPRS; normal retirement; age. ","'Physician' => 'Healthcare', 'Retirement' => 'Jobs', 'Pension' => 'Jobs', 'Firefighter' => 'Safety', 'Police officer' => 'Safety'"
AZ-HB2264-Y2020,None,"Procurement; veterans; Arizona bidders; preference. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Procurement' => 'None', 'Section' => 'None'"
AZ-HB2265-Y2020,None,"Enduring Freedom Memorial; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Grant' => 'None', 'Grants' => 'None', 'Legislature' => 'None'"
AZ-HB2266-Y2020,None,"Appropriations; extended bus routes. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2267-Y2020,None,"Presidential electors; ballots. ","'Arizona' => 'Location', 'Legislature' => 'None', 'President' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2268-Y2020,None,"Election complaints; attorney general. ","'Arizona' => 'Location', 'Election' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2269-Y2020,Healthcare,"Donated medicine; requirements. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Medicine' => 'Healthcare', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2270-Y2020,None,"Technical correction; DES; definitions. ","'Arizona' => 'Location', 'Agency' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2271-Y2020,None,"Appropriation; dual enrollment courses; eligibility. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2272-Y2020,None,"Postelection equipment testing. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2273-Y2020,None,"Appropriation; pretrial intervention programs. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2274-Y2020,None,"Appropriation; Lower Lake Mary. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2275-Y2020,None,"School safety; school resource officers. ","'School' => 'Education', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2276-Y2020,None,"Incorporation; urbanized areas. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2277-Y2020,Healthcare,"Schools; sex education instruction. ","'Health' => 'Healthcare', 'Parent' => 'Safety', 'School' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location'"
AZ-HB2278-Y2020,Jobs,"School functions; food; beverages. ","'Advertising' => 'Jobs', 'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2279-Y2020,None,"Condominiums; planned communities; write-in candidates. ","'Arizona' => 'Location', 'Board of directors' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2280-Y2020,Safety,"Fire protection systems; inspections. ","'Adoption' => 'Safety', 'Fire protection' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2281-Y2020,None,"Electronic certificates of title. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2282-Y2020,None,"Motor carrier safety violations; penalties. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2283-Y2020,None,"Nondomiciled commercial driver licenses; permits. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2284-Y2020,None,"Appropriation; regional park; Yavapai county. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2286-Y2020,None,"Appropriation; wastewater treatment infrastructure. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2287-Y2020,None,"Common school districts; unification; budget. ","'Arizona' => 'Location', 'District' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Repeal' => 'None'"
AZ-HB2288-Y2020,None,"State licensing; fee waiver. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2289-Y2020,None,"Appropriation; plant services division; inspectors. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2290-Y2020,Environment,"Renewable energy production; tax credits. ","'Renewable energy' => 'Environment', 'Animal' => 'Safety', 'Arizona' => 'Location', 'Land' => 'None', 'Legislature' => 'None'"
AZ-HB2291-Y2020,None,"G&F; heritage fund; performance audit. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2292-Y2020,None,"Citrus research council; fee increase. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Fee' => 'None', 'Legislature' => 'None', 'Requirement' => 'None'"
AZ-HB2293-Y2020,Environment,"Renewable energy storage equipment; valuation. ","'Municipal solid waste' => 'Environment', 'Natural gas' => 'Environment', 'Recycling' => 'Environment', 'Renewable energy' => 'Environment', 'Electric utility' => 'Environment'"
AZ-HB2294-Y2020,Healthcare,"Health plans; providers; payment reporting. ","'Health' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2295-Y2020,None,"Appropriation; natural resource conservation districts. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2296-Y2020,Healthcare,"Arizona health education centers; increase. ","'Physician' => 'Healthcare', 'Continuing education' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Program' => 'None'"
AZ-HB2297-Y2020,Environment,"Water infrastructure finance program; report. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2298-Y2020,None,"Food handler requirements; delivery services. ","'Arizona' => 'Location', 'Food' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2299-Y2020,None,"Unlawful food or drink contamination. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2300-Y2020,Environment,"Watershed improvement program; repeal. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2301-Y2020,Healthcare,"Adoption; health information; update. ","'Health' => 'Healthcare', 'Adoption' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2302-Y2020,Jobs,"Education and community enrichment; plates. ","'Engineering' => 'Jobs', 'Highway' => 'Transportation', 'State highway' => 'Transportation', 'Education' => 'Education', 'Arizona' => 'Location'"
AZ-HB2303-Y2020,None,"Mandatory vehicle impoundment; exception. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2304-Y2020,None,"Federal only ballots; paper; tabulation. ","'Arizona' => 'Location', 'United States' => 'Location', 'Ballot' => 'None', 'Constitution' => 'None', 'Federal' => 'None'"
AZ-HB2305-Y2020,None,"Solid waste services; private provider. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2306-Y2020,None,"Elections; counting center; electronic adjudication. ","'Arizona' => 'Location', 'United States' => 'Location', 'Election' => 'None', 'Elections' => 'None', 'Legislature' => 'None'"
AZ-HB2307-Y2020,None,"Elections; special districts; technical correction. ","'Arizona' => 'Location', 'Cost' => 'None', 'Election' => 'None', 'Elections' => 'None', 'Legislature' => 'None'"
AZ-HB2308-Y2020,None,"Judges; election; technical correction. ","'Arizona' => 'Location', 'Judge' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2309-Y2020,Environment,"Groundwater; waterlogged area exemption; date. ","'Groundwater' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2310-Y2020,None,"Appropriation; military installation projects. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'County' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2311-Y2020,None,"Wireless providers; authority; applicability. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2312-Y2020,Healthcare,"Financial institutions; insurance; licenses. ","'Alcohol' => 'Healthcare', 'Alcoholic beverage' => 'Healthcare', 'Home' => 'Safety', 'Arizona' => 'Location', 'Financial institution' => 'None'"
AZ-HB2313-Y2020,Safety,"Fire sprinklers; existing buildings; prohibition. ","'Adoption' => 'Safety', 'Arizona' => 'Location', 'Bond' => 'None', 'Bonds' => 'None', 'Building' => 'None'"
AZ-HB2314-Y2020,Healthcare,"Naturopathic physicians; services. ","'HIV' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Hearing' => 'Healthcare', 'Hospital' => 'Healthcare'"
AZ-HB2315-Y2020,Safety,"Technical correction; home health agencies. ","'Home' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2316-Y2020,Healthcare,"Mental disorder; considerations; involuntary treatment. ","'Health care provider' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Informed consent' => 'Healthcare', 'Mental disorder' => 'Healthcare'"
AZ-HB2317-Y2020,Healthcare,"Physician assistants; licensure; board. ","'Physician assistant' => 'Healthcare', 'Physician' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2318-Y2020,Healthcare,"Health care institutions; accreditation; inspections. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Inspection' => 'None', 'Legislature' => 'None'"
AZ-HB2319-Y2020,Safety,"Arizona state hospital. ","'Assault' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Individual' => 'None', 'Legislature' => 'None'"
AZ-HB2320-Y2020,Healthcare,"Psychiatric security review board; hearings. ","'Hearing' => 'Healthcare', 'Medicine' => 'Healthcare', 'Mental disorder' => 'Healthcare', 'Mental health' => 'Healthcare', 'Psychology' => 'Healthcare'"
AZ-HB2321-Y2020,Safety,"Severe threat order of protection. ","'Arrest' => 'Safety', 'Improvised explosive device' => 'Safety', 'Traffic' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2322-Y2020,Safety,"Firearm sales; transfers; background checks. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'State' => 'None'"
AZ-HB2323-Y2020,Healthcare,"Patient information; gun safety; appropriation. ","'Patient' => 'Healthcare', 'Gun' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None'"
AZ-HB2324-Y2020,Safety,"Prohibited weapon; bump-fire device; accessory. ","'Firearm' => 'Safety', 'Improvised explosive device' => 'Safety', 'Traffic' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2325-Y2020,Safety,"Firearm sales; permit verification; requirements. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Evidence' => 'None', 'Legislature' => 'None'"
AZ-HB2326-Y2020,None,"Experienced teacher retention; pilot program. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2327-Y2020,None,"STO scholarships; beneficiary recommendations. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2328-Y2020,None,"STO scholarships; student transfers. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2329-Y2020,None,"STOs; administrative costs; allocation. ","'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Award' => 'None', 'Legislature' => 'None'"
AZ-HB2330-Y2020,None,"STO scholarships; means testing. ","'Arizona' => 'Location', 'United States' => 'Location', 'Audit' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2331-Y2020,None,"Charter schools; lunches; national acts. ","'Charter school' => 'Education', 'Arizona' => 'Location', 'Charter' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2332-Y2020,Safety,"Charter schools; sponsorship; state board. ","'Parent' => 'Safety', 'Child' => 'Safety', 'Charter school' => 'Education', 'Course' => 'Education', 'School' => 'Education'"
AZ-HB2333-Y2020,Jobs,"Private prison security officers; certification. ","'Training' => 'Jobs', 'Adoption' => 'Safety', 'Course' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None'"
AZ-HB2334-Y2020,None,"Private prison contractors; public records. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2337-Y2020,None,"Repeal; right to work. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Repeal' => 'None', 'Service' => 'None'"
AZ-HB2338-Y2020,None,"Appropriation; schools; trees. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2339-Y2020,None,"Balloon releases; prohibition; enforcement. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2340-Y2020,None,"Autonomous vehicles; ADOT director-s duties. ","'Mexico' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2341-Y2020,Jobs,"Special license plates; veterans; design. ","'Engineering' => 'Jobs', 'Highway' => 'Transportation', 'State highway' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2342-Y2020,Jobs,"Veterans; special license plates; design. ","'Engineering' => 'Jobs', 'Highway' => 'Transportation', 'State highway' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2343-Y2020,Healthcare,"Early voting; identification required. ","'Ear' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2344-Y2020,None,"Schools; statewide assessment; grades. ","'School' => 'Education', 'Arizona' => 'Location', 'Assessment' => 'None', 'Legislature' => 'None', 'Part' => 'None'"
AZ-HB2345-Y2020,None,"Tax credit; public schools; increase. ","'Public school' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location', 'Community' => 'None', 'Legislature' => 'None'"
AZ-HB2346-Y2020,Jobs,"School facilities; building renewal; reimbursement. ","'Infrastructure' => 'Jobs', 'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education', 'Arizona' => 'Location'"
AZ-HB2347-Y2020,None,"Electronic communication social media post. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2348-Y2020,None,"Municipal TPT; residential rentals; limit. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2349-Y2020,None,"Historical society; local chapters; fund. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Subject' => 'None'"
AZ-HB2350-Y2020,None,"Counties; committed youth contributions; repeal. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2351-Y2020,Jobs,"Real estate; employee; rent collection. ","'Sole proprietorship' => 'Jobs', 'Limited liability company' => 'Jobs', 'Bus' => 'Transportation', 'School' => 'Education', 'Arizona' => 'Location'"
AZ-HB2352-Y2020,Jobs,"Centrally assessed property; valuation; pipelines. ","'Construction' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2353-Y2020,None,"Bonds; counsel; financial advisor; fees. ","'Arizona' => 'Location', 'Bond' => 'None', 'Bonds' => 'None', 'Election' => 'None', 'Legislature' => 'None'"
AZ-HB2354-Y2020,Jobs,"Income tax; returns; filing extension. ","'Income tax' => 'Jobs', 'Income' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2355-Y2020,None,"Charitable contribution; deduction; inflation adjustment. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2356-Y2020,None,"Charitable contributions; deduction; increase. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2357-Y2020,None,"ASRS; self-insurance program. ","'Arizona' => 'Location', 'Credit' => 'None', 'Legislature' => 'None', 'Part' => 'None', 'Payment' => 'None'"
AZ-HB2358-Y2020,None,"Dependent tax credit; inflation adjustment. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2359-Y2020,None,"License denial prohibited; drug convictions. ","'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2360-Y2020,None,"Vocational and technical education; evaluations. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2361-Y2020,Healthcare,"Sex education; child abuse prevention. ","'AIDS' => 'Healthcare', 'HIV' => 'Healthcare', 'Teacher' => 'Jobs', 'Parent' => 'Safety', 'Education' => 'Education'"
AZ-HB2362-Y2020,Safety,"Promotion; curricula; county school superintendents. ","'Parent' => 'Safety', 'Community college' => 'Education', 'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education'"
AZ-HB2363-Y2020,Safety,"Home solicitation sales; definition. ","'Home' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2364-Y2020,None,"Election law amendments. ","'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None', 'Candidate' => 'None', 'Election law' => 'None'"
AZ-HB2365-Y2020,Environment,"Conservation districts; invasive vegetation; research. ","'Conservation' => 'Environment', 'Arizona' => 'Location', 'Conducting' => 'None', 'County' => 'None', 'Legislature' => 'None'"
AZ-HB2366-Y2020,None,"Native plants; agriculture; rulemaking; notice. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2367-Y2020,Safety,"Schools; residency documentation; policies. ","'Home' => 'Safety', 'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2368-Y2020,None,"Technical correction; police; fire departments. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2369-Y2020,None,"Technical correction; building codes. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2370-Y2020,None,"Technical correction; jury; expenses. ","'Arizona' => 'Location', 'Expense' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2371-Y2020,Healthcare,"Appropriations; DNA analysis instruments. ","'DNA' => 'Healthcare', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2372-Y2020,None,"Schools; dyslexia; screening; training. ","'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education', 'Reading' => 'Location', 'Arizona' => 'Location'"
AZ-HB2373-Y2020,Healthcare,"Factory-built building; definition. ","'Ear' => 'Healthcare', 'Mobile home' => 'Safety', 'Recreational vehicle' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2374-Y2020,Environment,"TPT; diapers; feminine hygiene; exemption. ","'Groundwater' => 'Environment', 'Hearing' => 'Healthcare', 'Insulin' => 'Healthcare', 'Profession' => 'Jobs', 'Livestock' => 'Jobs'"
AZ-HB2375-Y2020,None,"Appropriation; law enforcement training simulator. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2376-Y2020,None,"Mandatory minimum sentences; judicial discretion. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2377-Y2020,None,"Technical correction; tax debt; enforcement. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2378-Y2020,Transportation,"Motor vehicle transactions; notices; dealers. ","'Motor vehicle' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2379-Y2020,None,"Film; media production; procurement preference. ","'Arizona' => 'Location', 'Film' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2380-Y2020,None,"Product liability; civil action; limitation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2381-Y2020,None,"CTEDs; letter grades; exclusion. ","'School' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'English language' => 'None', 'Legislature' => 'None'"
AZ-HB2382-Y2020,None,"Sentencing; mitigating circumstance; repetitive offenders. ","'Arizona' => 'Location', 'United States' => 'Location', 'Conviction' => 'None', 'Evidence' => 'None', 'Legislature' => 'None'"
AZ-HB2383-Y2020,Jobs,"Sentencing ranges; minimum; maximum; repeal. ","'Manufacturing' => 'Jobs', 'Child' => 'Safety', 'Child abuse' => 'Safety', 'Public safety' => 'Safety', 'Sexual abuse' => 'Safety'"
AZ-HB2384-Y2020,Transportation,"VLT and registration fee exemptions. ","'Vehicle' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2385-Y2020,None,"TPT; reimbursement; motion picture production. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2386-Y2020,None,"County free library districts; programs. ","'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
