key,impact_chosen,title,relevance
AZ-HB2762-Y2020,None,"Project rocket pilot program; appropriations. ","'School' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Appropriation' => 'None', 'English language' => 'None'"
AZ-HB2763-Y2020,Safety,"Foster care tuition waiver scholarships. ","'Foster care' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2764-Y2020,Healthcare,"Mental health omnibus. ","'Health care' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health' => 'Healthcare', 'Mental health' => 'Healthcare', 'Suicide' => 'Healthcare'"
AZ-HB2765-Y2020,Transportation,"Highway patrol; emergency response requirement. ","'Highway' => 'Transportation', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2766-Y2020,Environment,"Greenhouse gas programs; repeal prohibition. ","'Greenhouse gas' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Repeal' => 'None'"
AZ-HB2767-Y2020,Jobs,"Arts special license plates. ","'Engineering' => 'Jobs', 'Highway' => 'Transportation', 'State highway' => 'Transportation', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2768-Y2020,Healthcare,"AHCCCS; complex rehabilitation technology. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Arizona' => 'Location', 'Individual' => 'None', 'Legislature' => 'None'"
AZ-HB2769-Y2020,Healthcare,"Supported decision making; supporter obligations. ","'Disability' => 'Healthcare', 'Health' => 'Healthcare', 'Beneficiary' => 'Healthcare', 'Security' => 'Safety', 'Guard' => 'Safety'"
AZ-HB2770-Y2020,Environment,"Water rights; general adjudications; funding. ","'Water' => 'Environment', 'Arizona' => 'Location', 'Appropriation' => 'None', 'General' => 'None', 'Law' => 'None'"
AZ-HB2771-Y2020,Environment,"Tax credits; qualified facilities; extension. ","'Renewable energy' => 'Environment', 'Intern' => 'Jobs', 'Manufacturing' => 'Jobs', 'Investment' => 'Jobs', 'Animal' => 'Safety'"
AZ-HB2772-Y2020,Jobs,"Veterinarian licensure; shelter-owned animals. ","'Veterinarian' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2773-Y2020,None,"Continuation; library; historic names; archeology. ","'Arizona' => 'Location', 'Bill' => 'None', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None'"
AZ-HB2774-Y2020,None,"Medical assistants; training requirements. ","'Arizona' => 'Location', 'Bill' => 'None', 'Legislature' => 'None', 'Recording' => 'None', 'Section' => 'None'"
AZ-HB2775-Y2020,None,"Photo enforcement providers; data sharing. ","'Arizona' => 'Location', 'Grant' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2776-Y2020,None,"Publicity pamphlet; submittal dates. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2777-Y2020,None,"Appropriations; capital projects; Greasewood Springs. ","'Navajo Nation' => 'Location', 'Arizona' => 'Location', 'Colorado' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None'"
AZ-HB2778-Y2020,None,"Taxation; omnibus. ","'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None', 'Award' => 'None', 'Constitution' => 'None'"
AZ-HB2779-Y2020,Healthcare,"State equalization assistance; rate; appropriation. ","'Hearing' => 'Healthcare', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2780-Y2020,None,"Appropriations; hunger services; food banks. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'State' => 'None'"
AZ-HB2781-Y2020,None,"Appropriations; dyslexia screening and education. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'State' => 'None'"
AZ-HB2782-Y2020,Jobs,"CTEDs; 9th grade; workforce needs. ","'Profession' => 'Jobs', 'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Appropriation' => 'None'"
AZ-HB2783-Y2020,None,"Educator health insurance; study committee. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'State' => 'None'"
AZ-HB2784-Y2020,None,"Medical marijuana; research; grants. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Requirement' => 'None', 'Section' => 'None'"
AZ-HB2785-Y2020,None,"Appropriations; DPS: school safety program. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2786-Y2020,None,"Clinical laboratories; violations. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2787-Y2020,Environment,"Water; augmentation authority; special districts. ","'Colorado River' => 'Environment', 'Drinking water' => 'Environment', 'Groundwater' => 'Environment', 'Waste' => 'Environment', 'Wastewater' => 'Environment'"
AZ-HB2788-Y2020,Healthcare,"Insurance; preexisting conditions; essential benefits. ","'Health' => 'Healthcare', 'Arizona' => 'Location', 'Insurance' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2789-Y2020,None,"Report; newborn screening program. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Report' => 'None', 'State' => 'None'"
AZ-HB2790-Y2020,None,"Baccalaureate degrees; community colleges. ","'Community college' => 'Education', 'Mexico' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None'"
AZ-HB2791-Y2020,None,"Appropriations; State Route 88; repair. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2792-Y2020,None,"Incorporation; urbanized areas. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2793-Y2020,None,"Group homes; monitoring; appropriation. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2794-Y2020,Safety,"Fire district assistance tax; override. ","'Warrant' => 'Safety', 'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2795-Y2020,None,"Appropriation; railway safety inspectors. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2796-Y2020,None,"Defensive driving schools; website; advertising. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2797-Y2020,Safety,"Aggravated assault; security guard; definition. ","'Security' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Prosecutor' => 'None', 'Section' => 'None'"
AZ-HB2798-Y2020,None,"Appropriation; north-south corridor study. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None', 'State' => 'None'"
AZ-HB2799-Y2020,None,"Appropriation; area agencies on aging. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Pi' => 'None'"
AZ-HB2800-Y2020,Healthcare,"CORP; defined benefit election. ","'Nursing' => 'Healthcare', 'Physician' => 'Healthcare', 'Beneficiary' => 'Healthcare', 'Retirement' => 'Jobs', 'Salary' => 'Jobs'"
AZ-HB2801-Y2020,None,"Automatic voter registration; same day. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2802-Y2020,Transportation,"Appropriation; overpass; State Route 347. ","'Road' => 'Transportation', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2803-Y2020,None,"Appropriation; electric school buses. ","'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education', 'Arizona' => 'Location', 'Appropriation' => 'None'"
AZ-HB2804-Y2020,None,"Community colleges; financial benefits; study. ","'Community college' => 'Education', 'Arizona' => 'Location', 'Community' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2805-Y2020,None,"Arizona election process study committee. ","'Arizona' => 'Location', 'Ballot' => 'None', 'Committee' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2806-Y2020,None,"Appropriations; preschool development grants. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2807-Y2020,Safety,"Sex offender registration; termination. ","'Sex offender' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Pet' => 'None', 'Section' => 'None'"
AZ-HB2808-Y2020,Healthcare,"Prisoners; release credits. ","'Ear' => 'Healthcare', 'Arizona' => 'Location', 'Function' => 'None', 'Legislature' => 'None', 'Prison' => 'None'"
AZ-HB2809-Y2020,Jobs,"Professional licensure fees; waiver; reduction. ","'Profession' => 'Jobs', 'Arizona' => 'Location', 'LAW' => 'None', 'Legislature' => 'None', 'Licensure' => 'None'"
AZ-HB2810-Y2020,None,"Mormon migration monument; governmental mall. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2811-Y2020,Jobs,"Racing; pari-mutuel wagering. ","'Wage' => 'Jobs', 'Horse racing' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None'"
AZ-HB2812-Y2020,Transportation,"Community facilities districts; viticulture. ","'Highway' => 'Transportation', 'Traffic' => 'Transportation', 'Arizona' => 'Location', 'Community' => 'None', 'County' => 'None'"
AZ-HB2813-Y2020,Environment,"Sports betting; historic racing; revenue. ","'Colorado River' => 'Environment', 'Emergency service' => 'Healthcare', 'Health' => 'Healthcare', 'Intern' => 'Jobs', 'Wage' => 'Jobs'"
AZ-HB2814-Y2020,None,"Rural economic development; project certification. ","'Arizona' => 'Location', 'United States' => 'Location', 'Federal' => 'None', 'Legislature' => 'None', 'Ownership' => 'None'"
AZ-HB2815-Y2020,None,"Campaign finance; public service corporations. ","'Arizona' => 'Location', 'Campaign finance' => 'None', 'Corporation' => 'None', 'Legislature' => 'None', 'Memorial' => 'None'"
AZ-HB2816-Y2020,None,"Constables; pending eviction notification; mileage. ","'Arizona' => 'Location', 'Constable' => 'None', 'Expense' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2817-Y2020,Transportation,"Airport fees prohibited; ride sharing. ","'Airport' => 'Transportation', 'Transport' => 'Transportation', 'Arizona' => 'Location', 'Grant' => 'None', 'Law' => 'None'"
AZ-HB2818-Y2020,None,"Adjudication; subflow wells; claim; priority. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2819-Y2020,None,"Arizona geological survey; state geologist. ","'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None', 'Repeal' => 'None', 'Section' => 'None'"
AZ-HB2820-Y2020,None,"Appropriation; veterans; kitchen; meals; training. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2821-Y2020,None,"Appropriation; community business hub. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2822-Y2020,None,"Appropriation; U.S. Route 89A. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Horse' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2823-Y2020,Healthcare,"Ambulance service; interfacility transfers. ","'Ambulance' => 'Healthcare', 'Hearing' => 'Healthcare', 'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Arizona' => 'Location'"
AZ-HB2824-Y2020,Healthcare,"Pharmacy board; nonprescription drugs; diversion. ","'Pharmacy' => 'Healthcare', 'Arizona' => 'Location', 'Complaint' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2825-Y2020,None,"Certificates of necessity; ambulances; repeal. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2826-Y2020,Environment,"Tobacco; vaping; penalties; legal age. ","'Groundwater' => 'Environment', 'Hearing' => 'Healthcare', 'Insulin' => 'Healthcare', 'Cigarette' => 'Healthcare', 'Tobacco' => 'Healthcare'"
AZ-HB2827-Y2020,None,"Elections; tabulation review; referral; logs. ","'Arizona' => 'Location', 'Election' => 'None', 'Elections' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2828-Y2020,None,"Solar; electric vehicle batteries; disposal. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Requirement' => 'None', 'Section' => 'None'"
AZ-HB2829-Y2020,Jobs,"Schools; total compensation statements. ","'Retirement' => 'Jobs', 'Charter school' => 'Education', 'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education'"
AZ-HB2830-Y2020,Transportation,"Traffic stops; police cars; uniforms. ","'Traffic' => 'Transportation', 'Arizona' => 'Location', 'Evidence' => 'None', 'LAW' => 'None', 'Legislature' => 'None'"
AZ-HB2831-Y2020,Healthcare,"Epinephrine injections; first responders; immunity. ","'Ambulance' => 'Healthcare', 'Epinephrine' => 'Healthcare', 'Physician' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None'"
AZ-HB2832-Y2020,None,"Social workers; fee reductions; scholarships. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2833-Y2020,Transportation,"Appropriation; repaving; State Route 95. ","'Road' => 'Transportation', 'Arizona' => 'Location', 'Appropriation' => 'None', 'City' => 'None', 'Court' => 'None'"
AZ-HB2834-Y2020,None,"Appropriation; State Route 95; repaving. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Park' => 'None', 'State' => 'None'"
AZ-HB2835-Y2020,Jobs,"International trade office; study committee. ","'Intern' => 'Jobs', 'International trade' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2836-Y2020,None,"Land surveyors; minimum standards. ","'Arizona' => 'Location', 'Land' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2837-Y2020,Jobs,"Income tax credits; employment. ","'Income tax' => 'Jobs', 'Income' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None'"
AZ-HB2838-Y2020,Healthcare,"Medical marijuana; physicians; definition. ","'Cancer' => 'Healthcare', 'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Payment' => 'None'"
AZ-HB2839-Y2020,None,"TANF; cash assistance amount. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'Section' => 'None'"
AZ-HB2840-Y2020,None,"Medical marijuana; registry identification cards. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Pet' => 'None', 'Requirement' => 'None'"
AZ-HB2841-Y2020,Safety,"Municipal zoning; housing overlay. ","'Housing' => 'Safety', 'Arizona' => 'Location', 'LAW' => 'None', 'Legislature' => 'None', 'Procurement' => 'None'"
AZ-HB2842-Y2020,None,"License plate standards; reflectivity; reissuance. ","'Arizona' => 'Location', 'Legislature' => 'None', 'License' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2843-Y2020,None,"Sober living homes; fees; penalties. ","'Arizona' => 'Location', 'Fee' => 'None', 'Legislature' => 'None', 'Licensure' => 'None', 'Requirement' => 'None'"
AZ-HB2844-Y2020,Healthcare,"G&F; transfers; gold star children. ","'Disability' => 'Healthcare', 'Arizona' => 'Location', 'United States' => 'Location', 'Gold' => 'None', 'Legislature' => 'None'"
AZ-HB2845-Y2020,None,"Building permits; green buildings. ","'Arizona' => 'Location', 'Building' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2846-Y2020,None,"Public officials; entities; civil liability. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2847-Y2020,Healthcare,"School counselors; social workers; grants. ","'School counselor' => 'Healthcare', 'School social worker' => 'Healthcare', 'Teacher' => 'Jobs', 'Parent' => 'Safety', 'School' => 'Education'"
AZ-HB2848-Y2020,None,"AHCCCS; eligibility determination. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2849-Y2020,Healthcare,"Prisoners; release credits; wildland firefighting. ","'Ear' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'Repeal' => 'None'"
AZ-HB2850-Y2020,None,"Theme park districts; extension. ","'Arizona' => 'Location', 'Authorization' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2851-Y2020,None,"Injunction; harassment; conflicting court orders. ","'Arizona' => 'Location', 'Fee' => 'None', 'Grant' => 'None', 'Injunction' => 'None', 'Legislature' => 'None'"
AZ-HB2852-Y2020,Jobs,"Money transmitters; exemptions; authorized delegates. ","'Money' => 'Jobs', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2853-Y2020,Healthcare,"Furnishing tobacco; minors; enterprise penalties. ","'Cigarette' => 'Healthcare', 'Tobacco' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2854-Y2020,None,"Licensure; transvaginal ultrasounds. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Licensure' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2855-Y2020,None,"Electric charging providers; regulation. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2856-Y2020,None,"Unclaimed property locators; registration. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Fee' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
